age,gender,role,position,department,ad_type,ad_topic,ad_placement,label
26,Female,Finance,Onboarding Specialist,Engineering,Video,Technology,TikTok,1
35,Female,Finance,Onboarding Specialist,Marketing,Banner,Career Development,Instagram,0
50,Female,HR operations,HR manager,Engineering,Video,Payroll Automation,TikTok,0
35,Female,Marketing,HR manager,Human Resources,Video,Payroll Automation,LinkedIn,0
46,Male,HR operations,HR manager,Marketing,Video,Employee Retention,TikTok,0
43,Male,Marketing,Talent recruiter,Marketing,Video,Career Development,TikTok,0
28,Male,Marketing,Head of HR,Finance,Banner,Employee Retention,LinkedIn,0
49,Male,Engineering,HR manager,Marketing,Banner,Employee Retention,Instagram,0
29,Female,HR operations,Head of HR,Engineering,Banner,Technology,LinkedIn,0
52,Male,Engineering,Talent recruiter,Marketing,Video,Career Development,TikTok,0
35,Female,Finance,Onboarding Specialist,Engineering,Video,Employee Retention,TikTok,0
22,Male,HR operations,HR coordinator,Engineering,Video,Employee Retention,Instagram,0
50,Male,Marketing,HR coordinator,Engineering,Video,Payroll Automation,LinkedIn,0
41,Female,Finance,HR manager,Marketing,Video,Technology,LinkedIn,0
36,Male,Marketing,HR manager,Human Resources,Video,Payroll Automation,Instagram,0
53,Female,HR operations,Talent recruiter,Finance,Banner,Employee Retention,Instagram,1
36,Male,Engineering,Onboarding Specialist,Engineering,Banner,Career Development,LinkedIn,1
31,Female,Engineering,HR manager,Engineering,Video,Technology,LinkedIn,0
40,Male,Engineering,HR coordinator,Engineering,Video,Employee Retention,TikTok,0
35,Female,Engineering,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
38,Female,Marketing,Head of HR,Finance,Video,Employee Retention,TikTok,0
50,Male,Engineering,Talent recruiter,Engineering,Video,Employee Retention,TikTok,0
24,Male,Engineering,HR manager,Human Resources,Banner,Payroll Automation,LinkedIn,0
32,Male,Marketing,HR manager,Human Resources,Video,Employee Retention,LinkedIn,0
48,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
43,Female,Finance,Talent recruiter,Human Resources,Video,Payroll Automation,Instagram,0
37,Female,Marketing,Onboarding Specialist,Finance,Video,Technology,TikTok,0
28,Female,HR operations,HR coordinator,Human Resources,Video,Career Development,TikTok,0
33,Female,Engineering,HR coordinator,Engineering,Video,Employee Retention,LinkedIn,0
25,Female,Engineering,Talent recruiter,Human Resources,Video,Technology,TikTok,0
37,Female,Marketing,Onboarding Specialist,Finance,Video,Technology,TikTok,0
24,Female,HR operations,HR manager,Human Resources,Video,Employee Retention,Instagram,0
33,Female,Marketing,Talent recruiter,Human Resources,Video,Technology,TikTok,0
45,Male,Finance,HR coordinator,Finance,Banner,Career Development,Instagram,1
27,Female,Engineering,Head of HR,Human Resources,Video,Employee Retention,Instagram,0
36,Male,Finance,HR manager,Finance,Video,Career Development,LinkedIn,0
33,Male,Finance,HR coordinator,Finance,Video,Employee Retention,TikTok,0
37,Male,Finance,Onboarding Specialist,Marketing,Video,Career Development,LinkedIn,0
44,Female,HR operations,Head of HR,Finance,Banner,Employee Retention,TikTok,0
44,Female,HR operations,HR manager,Finance,Banner,Career Development,TikTok,0
26,Female,Finance,HR coordinator,Engineering,Banner,Technology,LinkedIn,0
52,Male,Finance,Head of HR,Marketing,Video,Technology,LinkedIn,0
26,Female,Marketing,HR manager,Marketing,Video,Payroll Automation,LinkedIn,0
23,Male,Engineering,Onboarding Specialist,Finance,Banner,Payroll Automation,Instagram,0
29,Female,HR operations,Head of HR,Engineering,Banner,Technology,LinkedIn,0
24,Female,HR operations,HR manager,Human Resources,Video,Employee Retention,Instagram,0
54,Female,Finance,HR manager,Human Resources,Banner,Technology,LinkedIn,1
42,Female,Finance,HR manager,Finance,Video,Technology,TikTok,0
37,Female,Engineering,Talent recruiter,Marketing,Video,Payroll Automation,Instagram,0
42,Male,Engineering,Talent recruiter,Finance,Banner,Employee Retention,LinkedIn,0
34,Male,Finance,Talent recruiter,Human Resources,Banner,Employee Retention,Instagram,0
46,Female,HR operations,Onboarding Specialist,Marketing,Video,Payroll Automation,LinkedIn,0
33,Female,Engineering,Head of HR,Finance,Video,Technology,Instagram,0
46,Female,Marketing,Talent recruiter,Finance,Banner,Employee Retention,TikTok,0
42,Male,Engineering,HR manager,Marketing,Video,Career Development,TikTok,0
23,Female,Marketing,Talent recruiter,Marketing,Video,Employee Retention,LinkedIn,0
37,Male,Marketing,HR manager,Finance,Banner,Payroll Automation,TikTok,1
40,Male,HR operations,HR manager,Marketing,Banner,Career Development,Instagram,0
44,Female,Finance,Onboarding Specialist,Human Resources,Video,Payroll Automation,LinkedIn,0
44,Female,Marketing,HR coordinator,Finance,Banner,Employee Retention,LinkedIn,0
26,Female,HR operations,Onboarding Specialist,Marketing,Banner,Employee Retention,Instagram,0
54,Female,Finance,Head of HR,Human Resources,Video,Payroll Automation,TikTok,0
42,Female,Marketing,Head of HR,Finance,Video,Payroll Automation,LinkedIn,0
26,Female,Marketing,HR coordinator,Finance,Banner,Employee Retention,LinkedIn,0
36,Female,HR operations,HR coordinator,Marketing,Video,Technology,Instagram,0
28,Male,Finance,Talent recruiter,Human Resources,Video,Career Development,Instagram,0
26,Male,HR operations,Talent recruiter,Marketing,Video,Payroll Automation,TikTok,0
25,Male,Marketing,HR manager,Finance,Banner,Employee Retention,TikTok,0
24,Female,HR operations,Head of HR,Engineering,Banner,Payroll Automation,TikTok,0
53,Female,Finance,HR manager,Human Resources,Video,Payroll Automation,TikTok,0
39,Female,Finance,Head of HR,Engineering,Banner,Technology,TikTok,0
38,Male,HR operations,Onboarding Specialist,Human Resources,Video,Employee Retention,Instagram,0
32,Male,Finance,HR manager,Human Resources,Video,Employee Retention,LinkedIn,1
26,Male,HR operations,Head of HR,Finance,Video,Technology,Instagram,0
51,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
45,Female,Finance,Onboarding Specialist,Marketing,Banner,Payroll Automation,Instagram,1
28,Female,Marketing,HR manager,Finance,Banner,Employee Retention,TikTok,0
47,Female,Engineering,Onboarding Specialist,Human Resources,Banner,Payroll Automation,LinkedIn,0
36,Female,Marketing,HR coordinator,Human Resources,Video,Career Development,LinkedIn,0
36,Male,Engineering,Onboarding Specialist,Human Resources,Video,Payroll Automation,TikTok,0
26,Female,Marketing,HR manager,Marketing,Video,Payroll Automation,LinkedIn,0
22,Female,Engineering,HR coordinator,Human Resources,Video,Payroll Automation,TikTok,0
32,Female,Marketing,Talent recruiter,Human Resources,Video,Technology,LinkedIn,0
26,Male,Finance,Onboarding Specialist,Marketing,Video,Career Development,Instagram,0
34,Female,Finance,Head of HR,Finance,Banner,Career Development,LinkedIn,0
48,Female,Engineering,Onboarding Specialist,Engineering,Video,Employee Retention,Instagram,0
35,Female,Finance,HR manager,Marketing,Banner,Technology,LinkedIn,0
37,Male,Finance,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
53,Male,Finance,Talent recruiter,Engineering,Banner,Technology,LinkedIn,0
31,Male,HR operations,Talent recruiter,Engineering,Banner,Career Development,LinkedIn,1
54,Male,HR operations,Head of HR,Engineering,Banner,Payroll Automation,LinkedIn,0
38,Female,Marketing,Head of HR,Marketing,Video,Employee Retention,LinkedIn,0
37,Male,Marketing,HR coordinator,Marketing,Video,Employee Retention,Instagram,0
27,Male,Finance,Talent recruiter,Engineering,Video,Technology,Instagram,0
49,Female,HR operations,HR manager,Engineering,Banner,Career Development,TikTok,0
29,Male,HR operations,HR manager,Engineering,Video,Technology,LinkedIn,0
45,Female,HR operations,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
44,Female,Engineering,Talent recruiter,Human Resources,Video,Employee Retention,TikTok,0
46,Male,Finance,Onboarding Specialist,Engineering,Video,Employee Retention,TikTok,0
45,Male,HR operations,HR coordinator,Finance,Banner,Technology,Instagram,0
45,Female,Engineering,Head of HR,Marketing,Video,Payroll Automation,TikTok,0
38,Female,Engineering,Head of HR,Marketing,Banner,Payroll Automation,Instagram,0
41,Female,Marketing,Head of HR,Marketing,Video,Payroll Automation,TikTok,0
41,Female,HR operations,Onboarding Specialist,Finance,Banner,Technology,Instagram,0
46,Female,HR operations,Head of HR,Engineering,Banner,Employee Retention,LinkedIn,0
22,Male,Engineering,Talent recruiter,Finance,Banner,Employee Retention,Instagram,0
43,Female,Finance,Onboarding Specialist,Human Resources,Banner,Payroll Automation,LinkedIn,1
40,Male,Engineering,HR coordinator,Engineering,Video,Employee Retention,TikTok,0
32,Female,Engineering,Head of HR,Finance,Video,Employee Retention,Instagram,0
31,Male,Marketing,HR manager,Human Resources,Banner,Employee Retention,Instagram,0
29,Female,Finance,HR manager,Marketing,Banner,Employee Retention,Instagram,0
52,Male,Engineering,Talent recruiter,Marketing,Video,Career Development,TikTok,0
38,Male,Engineering,Head of HR,Finance,Video,Career Development,Instagram,0
32,Female,Marketing,Talent recruiter,Human Resources,Video,Technology,LinkedIn,0
43,Male,Engineering,HR coordinator,Finance,Video,Career Development,LinkedIn,0
46,Female,Marketing,Talent recruiter,Engineering,Banner,Technology,TikTok,0
24,Male,Marketing,Head of HR,Engineering,Banner,Payroll Automation,LinkedIn,0
51,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
31,Male,Finance,Onboarding Specialist,Human Resources,Banner,Technology,Instagram,0
43,Female,Engineering,Talent recruiter,Marketing,Video,Career Development,LinkedIn,0
25,Female,Marketing,Onboarding Specialist,Human Resources,Banner,Career Development,Instagram,0
44,Male,Finance,HR manager,Human Resources,Video,Career Development,Instagram,0
39,Female,Engineering,Talent recruiter,Engineering,Video,Payroll Automation,Instagram,0
41,Female,Marketing,Onboarding Specialist,Marketing,Banner,Career Development,LinkedIn,1
54,Male,HR operations,Head of HR,Engineering,Banner,Payroll Automation,LinkedIn,0
45,Female,Finance,Talent recruiter,Engineering,Banner,Career Development,LinkedIn,0
37,Female,Engineering,Talent recruiter,Marketing,Video,Payroll Automation,Instagram,0
49,Male,Finance,Onboarding Specialist,Human Resources,Video,Employee Retention,TikTok,0
48,Male,Finance,HR coordinator,Finance,Banner,Technology,LinkedIn,0
44,Male,HR operations,Onboarding Specialist,Engineering,Video,Career Development,LinkedIn,0
53,Male,Finance,HR coordinator,Finance,Video,Technology,TikTok,0
52,Female,HR operations,HR coordinator,Human Resources,Video,Payroll Automation,LinkedIn,0
28,Male,Marketing,Head of HR,Finance,Banner,Employee Retention,LinkedIn,0
45,Female,Marketing,Talent recruiter,Finance,Video,Technology,LinkedIn,1
48,Male,Marketing,HR coordinator,Marketing,Banner,Employee Retention,LinkedIn,0
27,Male,Finance,HR manager,Marketing,Video,Employee Retention,Instagram,0
40,Male,Marketing,Talent recruiter,Human Resources,Video,Technology,TikTok,0
30,Male,HR operations,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
23,Female,Finance,HR coordinator,Engineering,Video,Technology,TikTok,0
23,Female,Finance,Onboarding Specialist,Marketing,Video,Employee Retention,Instagram,0
27,Female,Finance,HR coordinator,Finance,Banner,Career Development,LinkedIn,1
53,Female,Finance,HR manager,Human Resources,Video,Payroll Automation,TikTok,0
33,Male,Finance,HR coordinator,Marketing,Banner,Career Development,Instagram,0
41,Female,Finance,HR coordinator,Finance,Video,Employee Retention,Instagram,0
35,Female,Marketing,HR manager,Human Resources,Video,Payroll Automation,LinkedIn,0
26,Male,Finance,Onboarding Specialist,Human Resources,Banner,Employee Retention,LinkedIn,0
54,Female,Finance,HR manager,Finance,Banner,Career Development,Instagram,0
48,Female,Engineering,Talent recruiter,Engineering,Video,Technology,TikTok,0
31,Male,Marketing,HR manager,Human Resources,Banner,Employee Retention,Instagram,0
53,Female,Marketing,Talent recruiter,Marketing,Banner,Payroll Automation,Instagram,0
26,Male,Finance,Head of HR,Engineering,Video,Career Development,TikTok,0
40,Male,HR operations,HR manager,Marketing,Banner,Career Development,Instagram,0
43,Male,Marketing,Talent recruiter,Marketing,Video,Career Development,TikTok,0
33,Male,HR operations,Talent recruiter,Human Resources,Banner,Employee Retention,LinkedIn,0
49,Male,Marketing,Onboarding Specialist,Engineering,Video,Employee Retention,LinkedIn,0
44,Female,Marketing,Head of HR,Marketing,Banner,Payroll Automation,TikTok,0
42,Male,Finance,Talent recruiter,Human Resources,Banner,Technology,TikTok,0
48,Female,Engineering,HR coordinator,Marketing,Banner,Technology,TikTok,0
41,Female,Finance,HR manager,Marketing,Video,Employee Retention,TikTok,0
47,Female,Marketing,HR manager,Marketing,Banner,Career Development,TikTok,0
49,Female,Finance,HR manager,Engineering,Video,Career Development,Instagram,0
45,Female,Marketing,Talent recruiter,Human Resources,Banner,Payroll Automation,Instagram,0
35,Male,HR operations,Talent recruiter,Finance,Video,Employee Retention,TikTok,0
24,Female,HR operations,Head of HR,Engineering,Banner,Payroll Automation,TikTok,0
40,Female,Engineering,HR coordinator,Human Resources,Video,Technology,LinkedIn,0
32,Female,Engineering,Head of HR,Finance,Video,Employee Retention,Instagram,0
44,Female,Marketing,Head of HR,Finance,Banner,Payroll Automation,LinkedIn,0
24,Female,Marketing,Talent recruiter,Human Resources,Video,Technology,LinkedIn,0
25,Female,HR operations,Head of HR,Engineering,Video,Employee Retention,Instagram,0
48,Male,Marketing,HR coordinator,Marketing,Banner,Employee Retention,LinkedIn,0
51,Female,Finance,HR coordinator,Human Resources,Banner,Payroll Automation,Instagram,0
47,Male,HR operations,HR manager,Engineering,Video,Employee Retention,Instagram,1
22,Male,Marketing,Talent recruiter,Marketing,Banner,Payroll Automation,LinkedIn,0
41,Female,Marketing,Head of HR,Marketing,Video,Payroll Automation,TikTok,0
42,Female,Finance,Head of HR,Human Resources,Banner,Payroll Automation,Instagram,0
48,Male,Engineering,Head of HR,Finance,Video,Payroll Automation,LinkedIn,0
30,Male,Engineering,Talent recruiter,Human Resources,Banner,Technology,Instagram,0
36,Male,Engineering,Talent recruiter,Human Resources,Video,Career Development,Instagram,0
26,Male,HR operations,Head of HR,Marketing,Banner,Technology,TikTok,0
54,Female,Engineering,Talent recruiter,Finance,Banner,Payroll Automation,TikTok,0
46,Female,Finance,Onboarding Specialist,Finance,Video,Technology,LinkedIn,0
29,Female,Engineering,Talent recruiter,Finance,Video,Payroll Automation,TikTok,0
39,Male,HR operations,HR coordinator,Finance,Banner,Career Development,TikTok,0
23,Female,Marketing,Talent recruiter,Marketing,Video,Employee Retention,LinkedIn,0
39,Female,Engineering,HR coordinator,Engineering,Video,Career Development,TikTok,0
27,Female,Finance,HR manager,Finance,Banner,Technology,LinkedIn,0
35,Male,HR operations,Head of HR,Finance,Banner,Payroll Automation,Instagram,0
24,Female,HR operations,Head of HR,Engineering,Banner,Payroll Automation,TikTok,0
49,Male,Marketing,Onboarding Specialist,Engineering,Video,Employee Retention,LinkedIn,0
50,Male,Marketing,Talent recruiter,Engineering,Video,Career Development,TikTok,1
54,Female,HR operations,Talent recruiter,Finance,Video,Payroll Automation,TikTok,1
42,Female,HR operations,Head of HR,Marketing,Video,Technology,Instagram,0
24,Female,HR operations,HR manager,Human Resources,Video,Employee Retention,Instagram,0
46,Female,Marketing,Head of HR,Marketing,Video,Technology,LinkedIn,0
38,Female,Marketing,HR coordinator,Human Resources,Banner,Payroll Automation,LinkedIn,0
32,Male,Finance,Head of HR,Human Resources,Banner,Employee Retention,Instagram,0
50,Female,Engineering,HR coordinator,Engineering,Banner,Payroll Automation,LinkedIn,0
36,Male,HR operations,HR coordinator,Human Resources,Video,Payroll Automation,LinkedIn,0
22,Male,Marketing,Onboarding Specialist,Engineering,Banner,Technology,LinkedIn,0
36,Female,Marketing,HR coordinator,Human Resources,Video,Career Development,LinkedIn,0
32,Male,Engineering,HR manager,Human Resources,Banner,Payroll Automation,Instagram,0
47,Male,Engineering,HR coordinator,Engineering,Video,Technology,TikTok,0
37,Male,Marketing,Onboarding Specialist,Finance,Video,Payroll Automation,Instagram,0
44,Female,Marketing,Head of HR,Marketing,Banner,Payroll Automation,TikTok,0
53,Male,Finance,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
25,Male,Finance,HR coordinator,Finance,Video,Employee Retention,Instagram,0
38,Female,Marketing,HR manager,Finance,Video,Technology,LinkedIn,0
29,Male,Marketing,HR manager,Finance,Video,Technology,LinkedIn,1
35,Male,HR operations,Head of HR,Finance,Banner,Payroll Automation,Instagram,0
37,Male,Finance,Talent recruiter,Human Resources,Banner,Career Development,Instagram,0
30,Male,Marketing,Talent recruiter,Marketing,Banner,Career Development,Instagram,0
38,Female,Marketing,Head of HR,Marketing,Video,Employee Retention,LinkedIn,0
40,Male,Marketing,Head of HR,Human Resources,Banner,Technology,LinkedIn,0
51,Female,HR operations,Onboarding Specialist,Finance,Video,Technology,TikTok,0
37,Female,Finance,Onboarding Specialist,Marketing,Banner,Career Development,LinkedIn,0
37,Male,Finance,Talent recruiter,Marketing,Video,Employee Retention,Instagram,0
46,Male,Finance,HR manager,Finance,Video,Technology,TikTok,0
23,Female,Marketing,Talent recruiter,Finance,Banner,Employee Retention,LinkedIn,0
50,Female,HR operations,HR manager,Finance,Video,Employee Retention,Instagram,0
22,Female,HR operations,HR manager,Human Resources,Video,Technology,TikTok,0
53,Female,Engineering,Head of HR,Finance,Banner,Employee Retention,LinkedIn,0
35,Female,Engineering,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
23,Female,Finance,HR coordinator,Engineering,Video,Technology,TikTok,0
52,Male,Marketing,Head of HR,Finance,Banner,Employee Retention,TikTok,0
48,Male,Marketing,HR coordinator,Marketing,Banner,Employee Retention,LinkedIn,0
52,Female,Marketing,HR manager,Human Resources,Video,Career Development,TikTok,0
26,Female,Engineering,HR coordinator,Marketing,Banner,Payroll Automation,TikTok,0
40,Male,Marketing,Onboarding Specialist,Marketing,Video,Employee Retention,Instagram,0
41,Female,Marketing,Talent recruiter,Human Resources,Video,Payroll Automation,LinkedIn,0
33,Male,Marketing,Talent recruiter,Finance,Video,Career Development,LinkedIn,0
26,Male,Engineering,HR manager,Marketing,Banner,Technology,TikTok,0
26,Male,HR operations,Talent recruiter,Marketing,Video,Payroll Automation,TikTok,0
41,Female,Engineering,HR manager,Finance,Video,Career Development,TikTok,0
43,Female,HR operations,Talent recruiter,Marketing,Video,Employee Retention,LinkedIn,0
40,Male,HR operations,HR coordinator,Human Resources,Banner,Payroll Automation,Instagram,0
40,Male,Finance,HR manager,Human Resources,Banner,Payroll Automation,LinkedIn,0
38,Male,Engineering,Head of HR,Engineering,Video,Technology,Instagram,0
31,Male,Finance,Onboarding Specialist,Marketing,Banner,Payroll Automation,LinkedIn,0
33,Female,Finance,HR manager,Marketing,Banner,Technology,Instagram,0
24,Male,Marketing,Onboarding Specialist,Marketing,Video,Payroll Automation,TikTok,1
37,Male,Finance,Talent recruiter,Marketing,Video,Employee Retention,Instagram,0
42,Female,Marketing,Head of HR,Human Resources,Video,Employee Retention,LinkedIn,0
33,Female,Finance,Talent recruiter,Marketing,Video,Employee Retention,LinkedIn,0
43,Female,Finance,Talent recruiter,Human Resources,Video,Payroll Automation,Instagram,0
45,Male,HR operations,Head of HR,Human Resources,Banner,Employee Retention,TikTok,0
47,Female,Engineering,HR manager,Human Resources,Video,Payroll Automation,Instagram,0
25,Female,HR operations,Head of HR,Engineering,Video,Employee Retention,Instagram,0
24,Female,Engineering,HR coordinator,Human Resources,Banner,Payroll Automation,TikTok,0
40,Female,Engineering,HR manager,Human Resources,Video,Employee Retention,Instagram,1
42,Female,Marketing,Onboarding Specialist,Marketing,Video,Career Development,Instagram,0
27,Male,Marketing,Onboarding Specialist,Engineering,Video,Career Development,TikTok,0
43,Female,HR operations,HR coordinator,Human Resources,Banner,Employee Retention,Instagram,1
24,Male,Finance,Head of HR,Engineering,Video,Technology,TikTok,0
41,Female,Finance,HR manager,Marketing,Video,Technology,LinkedIn,0
32,Female,Engineering,Head of HR,Finance,Video,Employee Retention,Instagram,0
25,Female,Marketing,HR manager,Engineering,Banner,Employee Retention,LinkedIn,0
33,Male,Marketing,Onboarding Specialist,Engineering,Video,Technology,TikTok,0
44,Female,Engineering,HR manager,Human Resources,Video,Payroll Automation,Instagram,0
40,Male,HR operations,HR coordinator,Human Resources,Banner,Payroll Automation,Instagram,0
50,Female,HR operations,HR manager,Marketing,Banner,Career Development,Instagram,0
26,Male,HR operations,Talent recruiter,Marketing,Video,Payroll Automation,TikTok,0
27,Female,Finance,Head of HR,Engineering,Video,Payroll Automation,LinkedIn,0
47,Male,HR operations,HR manager,Engineering,Banner,Technology,LinkedIn,0
33,Female,Finance,HR manager,Marketing,Banner,Technology,Instagram,0
31,Male,Marketing,HR manager,Human Resources,Banner,Employee Retention,Instagram,0
35,Male,HR operations,Head of HR,Finance,Banner,Payroll Automation,Instagram,0
48,Female,Engineering,Onboarding Specialist,Engineering,Video,Employee Retention,Instagram,0
36,Female,Marketing,Talent recruiter,Finance,Banner,Technology,LinkedIn,0
48,Male,Engineering,Head of HR,Finance,Video,Payroll Automation,LinkedIn,0
34,Male,Engineering,HR manager,Human Resources,Banner,Technology,LinkedIn,0
43,Male,Finance,Onboarding Specialist,Marketing,Banner,Technology,Instagram,0
44,Male,HR operations,HR coordinator,Finance,Banner,Payroll Automation,TikTok,0
48,Male,Finance,Talent recruiter,Human Resources,Banner,Payroll Automation,TikTok,0
53,Male,Marketing,HR coordinator,Marketing,Video,Payroll Automation,Instagram,1
44,Female,Engineering,Talent recruiter,Human Resources,Video,Employee Retention,TikTok,0
33,Male,Marketing,Talent recruiter,Finance,Video,Career Development,LinkedIn,0
46,Female,HR operations,Onboarding Specialist,Marketing,Video,Payroll Automation,LinkedIn,0
53,Female,Marketing,Talent recruiter,Human Resources,Video,Payroll Automation,Instagram,1
26,Male,Engineering,Onboarding Specialist,Human Resources,Banner,Technology,TikTok,0
31,Male,Engineering,Onboarding Specialist,Human Resources,Banner,Technology,LinkedIn,0
41,Female,Finance,Onboarding Specialist,Marketing,Banner,Employee Retention,TikTok,0
38,Male,Marketing,Talent recruiter,Marketing,Banner,Payroll Automation,Instagram,0
37,Female,Engineering,Talent recruiter,Marketing,Video,Payroll Automation,Instagram,0
23,Female,HR operations,HR coordinator,Marketing,Video,Payroll Automation,Instagram,0
36,Male,Marketing,Head of HR,Human Resources,Banner,Payroll Automation,TikTok,0
50,Female,Finance,HR manager,Human Resources,Video,Career Development,Instagram,0
26,Male,HR operations,Talent recruiter,Finance,Banner,Career Development,LinkedIn,0
49,Female,Finance,HR manager,Finance,Video,Employee Retention,Instagram,0
23,Female,HR operations,Onboarding Specialist,Human Resources,Banner,Payroll Automation,LinkedIn,0
54,Female,Engineering,HR manager,Engineering,Banner,Technology,TikTok,0
25,Female,Engineering,Talent recruiter,Engineering,Banner,Employee Retention,TikTok,1
50,Male,HR operations,Talent recruiter,Engineering,Video,Payroll Automation,LinkedIn,0
32,Female,HR operations,Talent recruiter,Human Resources,Video,Payroll Automation,Instagram,0
53,Male,Finance,Onboarding Specialist,Marketing,Video,Career Development,TikTok,0
42,Female,HR operations,HR manager,Finance,Banner,Payroll Automation,LinkedIn,1
27,Male,Finance,Talent recruiter,Human Resources,Banner,Employee Retention,LinkedIn,0
44,Female,HR operations,HR manager,Human Resources,Video,Technology,LinkedIn,0
26,Male,Finance,Onboarding Specialist,Human Resources,Banner,Employee Retention,LinkedIn,0
34,Female,Marketing,HR coordinator,Engineering,Banner,Technology,TikTok,1
23,Female,Marketing,Talent recruiter,Marketing,Video,Employee Retention,LinkedIn,0
44,Female,Marketing,HR coordinator,Finance,Banner,Employee Retention,LinkedIn,0
44,Female,Engineering,Talent recruiter,Human Resources,Banner,Career Development,LinkedIn,0
49,Male,HR operations,HR manager,Finance,Video,Career Development,TikTok,0
23,Female,Finance,Onboarding Specialist,Marketing,Video,Employee Retention,LinkedIn,0
27,Female,Finance,HR coordinator,Marketing,Banner,Employee Retention,Instagram,0
35,Female,Finance,Talent recruiter,Engineering,Banner,Career Development,TikTok,0
25,Female,Marketing,HR manager,Marketing,Video,Employee Retention,Instagram,0
42,Male,Engineering,HR manager,Finance,Banner,Career Development,LinkedIn,0
27,Female,Engineering,HR manager,Human Resources,Banner,Employee Retention,Instagram,0
54,Female,Finance,Head of HR,Human Resources,Video,Payroll Automation,TikTok,0
31,Female,HR operations,Head of HR,Human Resources,Banner,Career Development,Instagram,0
34,Male,Finance,Onboarding Specialist,Finance,Banner,Technology,LinkedIn,0
25,Female,Engineering,HR coordinator,Finance,Video,Employee Retention,Instagram,0
53,Female,Finance,HR coordinator,Marketing,Video,Employee Retention,LinkedIn,0
50,Female,HR operations,HR manager,Engineering,Video,Payroll Automation,TikTok,0
52,Male,Finance,Onboarding Specialist,Human Resources,Banner,Payroll Automation,LinkedIn,0
27,Male,Marketing,HR manager,Marketing,Banner,Technology,Instagram,0
46,Male,Finance,HR manager,Finance,Video,Technology,TikTok,0
24,Female,Marketing,Onboarding Specialist,Human Resources,Video,Technology,TikTok,0
42,Female,Finance,Onboarding Specialist,Finance,Video,Technology,Instagram,0
25,Female,Marketing,Onboarding Specialist,Human Resources,Banner,Career Development,Instagram,0
52,Female,Marketing,HR coordinator,Finance,Video,Employee Retention,Instagram,0
42,Female,Marketing,Onboarding Specialist,Engineering,Banner,Career Development,Instagram,0
37,Male,Engineering,HR coordinator,Human Resources,Video,Employee Retention,LinkedIn,0
24,Male,Finance,Head of HR,Engineering,Video,Technology,TikTok,0
49,Male,Engineering,HR manager,Marketing,Banner,Employee Retention,Instagram,0
39,Female,Engineering,Talent recruiter,Engineering,Video,Payroll Automation,Instagram,0
48,Female,Engineering,HR coordinator,Marketing,Banner,Career Development,TikTok,0
33,Male,Finance,HR coordinator,Marketing,Banner,Career Development,Instagram,0
51,Male,Engineering,Head of HR,Finance,Banner,Payroll Automation,LinkedIn,0
36,Male,HR operations,HR coordinator,Human Resources,Video,Payroll Automation,LinkedIn,0
36,Male,Finance,Head of HR,Human Resources,Video,Career Development,Instagram,0
31,Male,Finance,HR manager,Marketing,Banner,Career Development,Instagram,0
22,Female,Marketing,Head of HR,Marketing,Banner,Payroll Automation,Instagram,0
45,Female,HR operations,Talent recruiter,Finance,Video,Payroll Automation,Instagram,0
38,Female,Marketing,Talent recruiter,Marketing,Video,Payroll Automation,Instagram,0
29,Male,HR operations,HR coordinator,Human Resources,Video,Technology,Instagram,0
38,Female,Marketing,Head of HR,Marketing,Video,Employee Retention,LinkedIn,0
30,Female,HR operations,Onboarding Specialist,Engineering,Banner,Career Development,LinkedIn,0
49,Male,HR operations,Talent recruiter,Marketing,Video,Technology,TikTok,0
35,Female,Engineering,HR coordinator,Marketing,Video,Payroll Automation,LinkedIn,1
22,Female,Finance,Talent recruiter,Engineering,Video,Career Development,Instagram,1
36,Female,Marketing,Talent recruiter,Finance,Banner,Technology,LinkedIn,0
52,Male,Engineering,Talent recruiter,Engineering,Video,Technology,LinkedIn,0
53,Male,Finance,HR coordinator,Finance,Video,Technology,TikTok,0
31,Female,Finance,Head of HR,Finance,Video,Employee Retention,TikTok,0
43,Male,Marketing,Head of HR,Marketing,Banner,Payroll Automation,Instagram,0
49,Male,Finance,Onboarding Specialist,Finance,Video,Employee Retention,TikTok,1
29,Male,HR operations,HR manager,Engineering,Video,Technology,LinkedIn,0
46,Male,HR operations,HR manager,Human Resources,Banner,Payroll Automation,Instagram,0
43,Male,Finance,HR manager,Marketing,Banner,Technology,Instagram,0
44,Female,HR operations,Head of HR,Finance,Banner,Employee Retention,TikTok,0
33,Male,Finance,Head of HR,Finance,Video,Payroll Automation,LinkedIn,0
24,Male,HR operations,Onboarding Specialist,Finance,Banner,Employee Retention,LinkedIn,0
49,Male,Marketing,Onboarding Specialist,Engineering,Video,Employee Retention,LinkedIn,0
23,Male,Engineering,HR coordinator,Finance,Video,Career Development,TikTok,1
